Country,Year,Score
Turkey,2006,41.0
Turkey,2007,44.66666666666649
Turkey,2008,48.33333333333351
Turkey,2009,52.0
Turkey,2010,53.33333333333351
Turkey,2011,54.66666666666649
Turkey,2012,56.00000000000001
Turkey,2013,49.66666666666649
Turkey,2014,43.33333333333351
Turkey,2015,37.0
Turkey,2016,39.947199999999995
Turkey,2017,45.4508
Turkey,2018,48.84839999999999
Turkey,2019,48.788399999999996
Turkey,2020,49.3252
Turkey,2021,49.136199999999995
Turkey,2022,48.8836
Turkey,2023,49.708605479452004
Turkey,2024,52.04407835616452
Turkey,2025,52.943031232876706
Germany,2006,77.5
Germany,2007,78.33333333333351
Germany,2008,79.16666666666649
Germany,2009,80.0
Germany,2010,80.83333333333351
Germany,2011,81.66666666666652
Germany,2012,82.5
Germany,2013,81.33333333333348
Germany,2014,80.16666666666649
Germany,2015,79.0
Germany,2016,74.9359999999999
Germany,2017,74.1384000000001
Germany,2018,73.2098
Germany,2019,72.94
Germany,2020,72.1588
Germany,2021,71.8334
Germany,2022,71.4716
Germany,2023,70.8293232876714
Germany,2024,71.0163430136985
Germany,2025,70.2782427397259
Japan,2006,83.5
Japan,2007,85.5
Japan,2008,87.5
Japan,2009,89.5
Japan,2010,91.33333333333348
Japan,2011,93.16666666666652
Japan,2012,95.0
Japan,2013,93.16666666666652
Japan,2014,91.33333333333348
Japan,2015,89.5
Japan,2016,73.90299999999999
Japan,2017,73.9602
Japan,2018,73.5642
Japan,2019,74.787
Japan,2020,75.7828
Japan,2021,77.2676
Japan,2022,78.2086
Japan,2023,76.2939205479452
Japan,2024,79.79256383561632
Japan,2025,79.72140712328769
Brazil,2006,17.0
Brazil,2007,19.833333333333517
Brazil,2008,22.666666666666487
Brazil,2009,25.5
Brazil,2010,25.666666666666487
Brazil,2011,25.833333333333517
Brazil,2012,26.0
Brazil,2013,24.833333333333517
Brazil,2014,23.666666666666487
Brazil,2015,22.5
Brazil,2016,26.50260000000011
Brazil,2017,27.347999999999892
Brazil,2018,28.2864
Brazil,2019,28.9854
Brazil,2020,29.3014
Brazil,2021,29.9924
Brazil,2022,29.9002
Brazil,2023,29.726731506849198
Brazil,2024,31.799400547945293
Brazil,2025,31.83618958904111
Poland,2006,75.0
Poland,2007,75.16666666666649
Poland,2008,75.33333333333351
Poland,2009,75.5
Poland,2010,78.83333333333351
Poland,2011,82.16666666666652
Poland,2012,85.5
Poland,2013,82.66666666666652
Poland,2014,79.83333333333351
Poland,2015,77.0
Poland,2016,56.00104155844156
Poland,2017,58.0654
Poland,2018,58.8986
Poland,2019,59.0028
Poland,2020,59.937000000000005
Poland,2021,60.577799999999996
Poland,2022,61.8176
Poland,2023,63.593797260274
Poland,2024,63.87110082191792
Poland,2025,64.35912438356179
United Kingdom,2006,76.0
United Kingdom,2007,75.66666666666649
United Kingdom,2008,75.33333333333351
United Kingdom,2009,75.0
United Kingdom,2010,75.5
United Kingdom,2011,76.0
United Kingdom,2012,76.5
United Kingdom,2013,76.0
United Kingdom,2014,75.5
United Kingdom,2015,75.0
United Kingdom,2016,80.7600000000001
United Kingdom,2017,81.0303999999999
United Kingdom,2018,80.9054
United Kingdom,2019,81.0224
United Kingdom,2020,80.234
United Kingdom,2021,79.5868
United Kingdom,2022,78.99799999999999
United Kingdom,2023,79.20163561643841
United Kingdom,2024,80.1407293150684
United Kingdom,2025,79.8091430136987
Canada,2006,89.5
Canada,2007,89.16666666666652
Canada,2008,88.83333333333348
Canada,2009,88.5
Canada,2010,87.66666666666652
Canada,2011,86.83333333333348
Canada,2012,86.0
Canada,2013,86.33333333333348
Canada,2014,86.66666666666652
Canada,2015,87.0
Canada,2016,79.3080000000001
Canada,2017,78.8831999999999
Canada,2018,78.5146
Canada,2019,78.1512
Canada,2020,77.6428
Canada,2021,77.274
Canada,2022,76.0244
